EMPLOYEE_ID,RATINGS_2021,JOB_FAMILY_GROUP,MANAGER_ID,GENDER,TERMINATION_TYPE,STATUS,JOB_PROFILE_NAME,JOB_FAMILY_DESC,WORK_ADDRESS_COUNTRY,engagement_score,risk_score,Promotional_Opportunities,Relationship_with_manager
845057,On Track,Information Technology,1008215,Male,None,Active,Leader - IT Management,IT MANAGEMENT,Australia,66,0.393353068,-9999,-9999
1251926,Not Rated,Information Technology,1025315,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,59,0.761208004,-9999,-9999
1251553,Not Rated,Finance,1033250,Male,None,Active,Senior Manager -Finance Business Partner,FP&A-FINANCE BUSINESS PARTNERS,United Kingdom,39,0.653255698,-9999,-9999
1261900,Not Rated,Information Technology,1104616,Male,None,Active,Data Scientist,DATA SCIENCE,Mexico,57,0.663259541,-9999,-9999
1251637,Not Rated,Human Resources,1256784,Female,None,Active,Talent Acquisition Manager,TALENT ACQUISITION,China,17,0.637685197,-9999,-9999
849696,On Track,Real Estate & Facilities,1039433,Female,None,Active,Senior Manager - Facilities,FACILITIES,Brazil,51,0.097153428,-9999,-9999
1251662,Not Rated,Sales & Client / Carrier Relationship Management,1233817,Male,None,Active,Analyst - Business Development - Internal,BUSINESS DEVELOPMENT - INTERNAL,France,75,0.72461818,-9999,-9999
1261823,Not Rated,Human Resources,1187958,Male,None,Active,HRSS Operations Associate,HR SHARED SERVICES OPERATIONS,Philippines,37,0.762176487,-9999,-9999
1261882,Not Rated,Finance,1100126,Male,None,Active,Region Controller II,REGIONAL CONTROLLERSHIP,United Kingdom,51,0.565343715,-9999,-9999
1261924,Not Rated,Human Resources,1187958,Female,None,Active,HRSS Operations Associate,HR SHARED SERVICES OPERATIONS,Philippines,37,0.768228345,-9999,-9999
1251527,Not Rated,Human Resources,1173692,Male,None,Active,Talent Acquisition Supervisor,TALENT ACQUISITION,India,77,0.662047553,-9999,-9999
1261917,Not Rated,Finance,1081814,Male,None,Active,Specialist - Tax Operations,TAX OPERATIONS,Mexico,92,0.81908912,-9999,-9999
1261411,Not Rated,Information Technology,1115396,Male,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,8,0.792737868,-9999,-9999
1262241,Not Rated,Information Technology,1242807,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,33,0.649778195,-9999,-9999
1252038,Not Rated,Information Technology,1115396,Male,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,8,0.829764765,-9999,-9999
1262250,Not Rated,Information Technology,1011188,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,4,0.791480184,-9999,-9999
1251106,Not Rated,Information Technology,518586,Male,None,Active,Senior Service Desk Technical Support Analyst,SERVICE DESK TECHNICAL SUPPORT,Hong Kong,53,1,-9999,-9999
1250699,Not Rated,Finance,1059049,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Nigeria,23,0.747669985,-9999,-9999
1250700,Not Rated,Information Technology,1079001,Female,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,10,0.806523889,-9999,-9999
850234,On Track,Human Resources,881610,Female,None,Active,Senior Corporate Social Responsibility Leader,CORPORATE SOCIAL RESPONSIBILITY,United States of America,43,0.473117981,-9999,-9999
845345,On Track,Information Technology,1098239,Female,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,58,0.517915185,-9999,-9999
1262233,Not Rated,Information Technology,1257126,Male,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,77,0.646379066,-9999,-9999
1252037,Not Rated,Information Technology,1055266,Male,None,Active,Applications Development Administrator,APPLICATIONS DEVELOPMENT,India,32,0.977145655,-9999,-9999
1261490,Not Rated,Finance,800451,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,China,10,0.78250823,-9999,-9999
844904,On Track,Information Technology,574218,Male,None,Active,Senior Specialist - IT Messaging,IT MESSAGING OPERATIONS,United States of America,53,0.324285741,-9999,-9999
1262189,Not Rated,Human Resources,1204450,Female,None,Active,HR Manager II,REGIONAL HR,Hong Kong,95,0.906722024,-9999,-9999
1262191,Not Rated,Finance,1179715,None,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Malaysia,21,0.728704922,-9999,-9999
1262291,Not Rated,Information Technology,1104616,Male,None,Active,Data Scientist,DATA SCIENCE,Mexico,57,0.650838421,-9999,-9999
1251099,Not Rated,Information Technology,1172760,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,45,0.565328376,-9999,-9999
1262238,Not Rated,Human Resources,795223,Female,None,Active,Global Head - Total Rewards,COMPENSATION,United States of America,44,0.655409688,-9999,-9999
1262199,Not Rated,Information Technology,1172903,Female,None,Active,IT Quality Assurance Analyst,IT QUALITY & ASSURANCE TESTING,India,24,0.658596837,-9999,-9999
844949,On Track,Information Technology,849540,Female,None,Active,Specialist - Systems Administration,SYSTEMS ADMINISTRATION,United States of America,14,0.474766857,-9999,-9999
1262197,Not Rated,Information Technology,1258815,Male,None,Active,Senior IT Quality Assurance Analyst,IT QUALITY & ASSURANCE TESTING,India,4,0.653665889,-1,-1
1250672,Not Rated,Finance,751586,Male,None,Active,Staff Accountant I,GENERAL ACCOUNTING,France,66,0.788302605,-9999,-9999
1165088,On Track,Finance,1210969,Male,None,Active,Senior Specialist -Finance Business Partner,FP&A-FINANCE BUSINESS PARTNERS,United States of America,55,0.362673474,-9999,-9999
1262668,Not Rated,Information Technology,1156646,Male,None,Active,Senior Specialist - IT Security,IT SECURITY ENGINEERING,United States of America,80,0.739135106,-9999,-9999
1250642,Not Rated,Finance,1158342,Male,None,Active,Associate II - Treasury Accounting,TREASURY ACCOUNTING,United States of America,31,0.912022043,-9999,-9999
1252196,Not Rated,Human Resources,644766,Female,None,Active,Senior People Partner I,PEOPLE ADVISORY,United States of America,43,0.678922822,-9999,-9999
1250645,Not Rated,Information Technology,816198,Female,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,Australia,35,0.76013262,-9999,-9999
1250675,Not Rated,Finance,1025259,Female,None,Active,Specialist - FP&A,FINANCIAL PLANNING & ANALYSIS,Indonesia,65,0.729201787,-9999,-9999
844780,On Track,Operations,1095162,Female,None,Active,Business Analysis -Specialist,BUSINESS ANALYSIS (NON IT),Ireland,8,0.396084205,-9999,-9999
1165814,On Track,Finance,1100126,Female,None,Active,Region Controller I,REGIONAL CONTROLLERSHIP,Canada,51,0.312552354,-9999,-9999
1250862,Not Rated,Information Technology,859676,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,17,0.81252283,-9999,-9999
1261410,Not Rated,Information Technology,1115396,Male,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,8,0.790828076,-9999,-9999
1252133,Not Rated,Finance,1118277,Male,None,Active,Specialist - Accounting Operations,ACCOUNTING OPERATIONS,United States of America,40,0.782275478,-9999,-9999
1250654,Not Rated,Human Resources,755973,Male,None,Active,Senior Internal HR Consultant,INTERNAL HR CONSULTING,United States of America,11,0.467611392,-9999,-9999
1262477,Not Rated,Finance,1019415,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Saudi Arabia,58,0.880077908,-9999,-9999
1250722,Not Rated,Finance,523785,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Colombia,2,0.732880827,-9999,-9999
1252161,Not Rated,Finance,1158342,Female,None,Active,Associate II - Treasury Accounting,TREASURY ACCOUNTING,United States of America,31,0.779338345,-9999,-9999
1262640,Not Rated,Human Resources,1226801,Female,None,Active,Talent Acquisition Recruiter,TALENT ACQUISITION,France,71,0.633825931,-9999,-9999
1165106,On Track,Information Technology,808436,Male,None,Active,Senior Specialist - IT Product Support,IT PRODUCT SUPPORT,Belgium,35,0.418778325,-9999,-9999
1250691,Not Rated,Information Technology,585811,Male,None,Active,Lead Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,36,0.671673159,-9999,-9999
1250692,Not Rated,Human Resources,1226801,Male,None,Active,Leader - Talent Acquisition Management,TALENT ACQUISITION MANAGEMENT,United States of America,71,0.7215729,-9999,-9999
1165109,On Track,Finance,1170354,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,7,0.391537226,-9999,-9999
1252199,Not Rated,Information Technology,1172892,Female,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,68,0.850482982,-9999,-9999
1262685,Not Rated,Finance,1107864,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Poland,74,0.638817725,-9999,-9999
1250633,Not Rated,Information Technology,1217144,Male,None,Active,Senior Manager - IT Security Operations,IT SECURITY OPERATIONS,United States of America,36,0.437806599,-9999,-9999
1250606,Not Rated,Information Technology,1198588,Male,None,Active,Supervisor - IT Quality Assurance,IT QUALITY & ASSURANCE TESTING,India,64,0.549535168,-9999,-9999
1262686,Not Rated,Finance,835442,Female,None,Active,Senior Analyst - Accounting Operations,ACCOUNTING OPERATIONS,Poland,51,0.655192522,-9999,-9999
1165138,On Track,Information Technology,568242,Male,None,Active,Senior IT Project Manager,IT PROJECT MANAGEMENT,United States of America,96,0.542383937,-9999,-9999
849329,On Track,Information Technology,755656,Male,None,Active,Manager - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Italy,81,0.242267824,-9999,-9999
1252200,Not Rated,Information Technology,1057620,Male,None,Active,Lead IT Project Manager,IT PROJECT MANAGEMENT,United States of America,15,0.697976455,-9999,-9999
1262688,Not Rated,Finance,1107860,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,14,0.819433516,-9999,-9999
833937,On Track,"Legal, Compliance & Risk",574180,Female,None,Active,Assistant General Counsel,ATTORNEYS,Brazil,70,0.230399418,-9999,-9999
1169867,Stand Out,Finance,832668,Female,None,Active,Specialist - Finance Business Partner,FP&A-FINANCE BUSINESS PARTNERS,United Kingdom,42,0.320010166,-9999,-9999
1248661,On Track,Information Technology,1256085,Male,None,Active,Senior IT Business Analyst,BUSINESS ANALYSIS,India,71,0.48815464,-9999,-9999
1264221,Not Rated,Information Technology,1170017,Female,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,United States of America,85,0.733335142,-9999,-9999
1248655,Not Rated,Information Technology,1256008,Male,None,Active,Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,Canada,63,0.688731743,-9999,-9999
848770,On Track,Information Technology,703139,Male,None,Active,Lead Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,8,0.412786528,-9999,-9999
1264194,Not Rated,Finance,1107860,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,14,0.666188004,-9999,-9999
1264234,Not Rated,Finance,856021,Female,None,Active,Specialist - Tax Operations,TAX OPERATIONS,United States of America,17,0.739489868,-9999,-9999
845825,Stand Out,"Legal, Compliance & Risk",1094992,Male,None,Active,Global Head - Government Relations,GOVERNMENT RELATIONS,United States of America,4,0.580779442,-9999,-9999
1248629,On Track,Human Resources,1167843,Female,None,Active,Senior Diversity & Inclusion Specialist,DIVERSITY & INCLUSION,Australia,46,0.442058935,-9999,-9999
1248635,Not Rated,Information Technology,861700,Male,None,Active,Specialist - Systems Administration,SYSTEMS ADMINISTRATION,Australia,7,0.489046331,-9999,-9999
848767,On Track,Information Technology,1215692,Female,None,Active,IT Quality Assurance Analyst,IT QUALITY & ASSURANCE TESTING,India,76,0.387677673,-9999,-9999
1263805,Not Rated,Information Technology,1008215,Male,None,Active,Senior Leader - IT Management,IT MANAGEMENT,United Kingdom,66,0.581841724,-9999,-9999
1252788,Not Rated,Information Technology,846603,Male,None,Active,Senior Solutions Architect,SYSTEMS ARCHITECTURE - SOLUTIONS,India,87,0.685515676,-9999,-9999
1264151,Not Rated,Information Technology,864404,Female,None,Active,Applications Development Administrator,APPLICATIONS DEVELOPMENT,India,36,0.791783686,-9999,-9999
1048877,On Track,Information Technology,1225587,Female,None,Active,Senior Manager - IT Project Management,IT PROJECT MANAGEMENT,United States of America,61,0.325911487,-9999,-9999
833296,Stand Out,Information Technology,523972,Female,None,Active,IT Business Analysis Specialist,BUSINESS ANALYSIS,Colombia,9,0.400874794,-9999,-9999
845795,Stand Out,Information Technology,644683,Male,None,Active,Senior Manager - Applications Development,APPLICATIONS DEVELOPMENT,United States of America,58,0.422006741,-9999,-9999
1263813,Not Rated,Information Technology,1217144,Male,None,Active,Senior Specialist - IT Security Operations,IT SECURITY OPERATIONS,United States of America,36,0.715481113,-9999,-9999
1248766,Not Rated,Human Resources,1200943,Female,None,Active,HR Operations Generalist,HR OPERATIONS,South Africa,91,1,-9999,-9999
1264115,Not Rated,Information Technology,568242,Male,None,Active,Lead IT Project Manager,IT PROJECT MANAGEMENT,United States of America,96,0.814611055,-9999,-9999
1166071,On Track,"Legal, Compliance & Risk",516871,Female,None,Active,Sr. Legal Analyst,ATTORNEYS,Spain,36,0.945431297,-1,-1
1164142,On Track,Finance,578249,Male,None,Active,Specialist - Tax Operations,TAX OPERATIONS,United States of America,46,0.450135835,-9999,-9999
1264140,Not Rated,Finance,1095461,Female,None,Active,Senior Manager - Tax Advisory,TAX ADVISORY,Australia,23,0.733714691,-9999,-9999
1260899,Not Rated,Information Technology,770459,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,18,0.695880829,-9999,-9999
1248710,On Track,Finance,588563,Male,None,Active,Senior Audit Manager,INTERNAL AUDIT,United States of America,79,0.426658205,-9999,-9999
843956,On Track,Information Technology,813178,Female,None,Active,Senior Leader - IT Security,IT SECURITY ENGINEERING,United Kingdom,38,0.020823638,-9999,-9999
1248792,On Track,Information Technology,844427,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,24,0.788492381,-9999,-9999
1264097,Not Rated,Information Technology,1177741,Female,None,Active,IT Business Analysis Specialist,BUSINESS ANALYSIS,Canada,89,0.675205439,-9999,-9999
1252765,Not Rated,Information Technology,762098,Male,None,Active,Senior Specialist - Telecommunications,TELECOMMUNICATIONS,United States of America,93,0.692199154,-9999,-9999
1264050,Not Rated,Information Technology,1172877,Female,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,70,0.652666094,-9999,-9999
1252762,Not Rated,Human Resources,762475,Female,None,Active,Lead Employee Relations Associate,EMPLOYEE RELATIONS,United States of America,93,0.771728931,-9999,-9999
837347,On Track,Finance,846062,Male,None,Active,Manager - Financial Reporting,FINANCIAL REPORTING,United States of America,93,0.325444856,-9999,-9999
1264060,Not Rated,Human Resources,1246208,Female,None,Active,Compensation Specialist,COMPENSATION,India,18,0.663062043,-9999,-9999
1264072,Not Rated,Information Technology,1240203,Male,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,Ireland,8,0.709185027,-9999,-9999
1264064,Not Rated,Information Technology,1266499,Male,None,Active,Analyst - IT Systems Engineering,IT SYSTEMS ENGINEERING,India,99,0.68268411,-9999,-9999
1253257,Not Rated,Information Technology,1000305,Male,None,Active,Senior Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,Canada,22,0.359574285,-9999,-9999
1248850,Not Rated,Human Resources,1065479,Female,None,Active,Talent Acquisition University Recruiting Consultant,TALENT ACQUISITION UNIVERSITY RECRUITING,United States of America,32,0.758678677,-9999,-9999
1248851,On Track,Human Resources,741413,Male,None,Active,Senior Employee Relations Manager,EMPLOYEE RELATIONS,Argentina,81,0.464523291,-9999,-9999
1248899,On Track,Information Technology,1085626,Male,None,Active,Analyst - IT Systems Engineering,IT SYSTEMS ENGINEERING,India,58,0.503447818,-9999,-9999
852251,On Track,Finance,528255,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Australia,52,0.463746618,-9999,-9999
1248889,Not Rated,Information Technology,1182838,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,32,0.67471946,-9999,-9999
1248681,On Track,Information Technology,1049708,Male,None,Active,Database Administration Coordinator,DATABASE ADMINISTRATION,India,4,0.511577802,-9999,-9999
833341,On Track,Information Technology,790995,Male,None,Active,Senior Applications Developer,APPLICATIONS DEVELOPMENT,United States of America,69,0.823477204,-9999,-9999
1252745,Not Rated,Information Technology,1022044,Female,None,Active,IT Quality Assurance Analyst,IT QUALITY & ASSURANCE TESTING,India,15,0.816630475,-9999,-9999
1252744,Not Rated,Information Technology,1218358,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,38,0.815615208,-9999,-9999
1248876,On Track,Information Technology,1172677,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,46,0.253914942,-9999,-9999
1166059,Stand Out,Information Technology,868806,Male,None,Active,Solutions Architecture Specialist,SYSTEMS ARCHITECTURE - SOLUTIONS,United Kingdom,76,0.195007952,-9999,-9999
1248923,On Track,Information Technology,1208094,Male,None,Active,Senior Analyst - Access Management,ACCESS MANAGEMENT,India,17,0.310958538,-9999,-9999
852249,On Track,Finance,1210232,Male,None,Active,Senior Audit Manager,INTERNAL AUDIT,United Kingdom,30,0.393500468,-9999,-9999
1248918,On Track,Information Technology,1258860,Male,None,Active,Database Administration Coordinator,DATABASE ADMINISTRATION,India,83,0.51636521,-9999,-9999
852231,On Track,Information Technology,1254036,Male,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,United States of America,25,0.465652893,-9999,-9999
1164294,On Track,Information Technology,1164271,Female,None,Active,Specialist - IT Product Support,IT PRODUCT SUPPORT,United States of America,73,0.587739962,-9999,-9999
1260985,Not Rated,Information Technology,864404,Male,None,Active,Applications Development Administrator,APPLICATIONS DEVELOPMENT,India,36,0.794906863,-9999,-9999
1260986,Not Rated,Information Technology,864404,Male,None,Active,Analyst - IT Systems Engineering,IT SYSTEMS ENGINEERING,India,36,0.791397642,-9999,-9999
1249059,On Track,Finance,1058721,Male,None,Active,Specialist - Treasury Operations,TREASURY OPERATIONS,Hong Kong,25,0.872606802,-9999,-9999
1168574,On Track,Information Technology,1168520,Male,None,Active,Applications Developer,APPLICATIONS DEVELOPMENT,Mexico,62,0.392927026,-9999,-9999
852147,On Track,Information Technology,1076247,Male,None,Active,Manager - IT Project Management,IT PROJECT MANAGEMENT,India,93,0.311515371,-9999,-9999
1249083,Not Rated,Information Technology,1244677,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,35,0.565942802,-9999,-9999
1252720,Not Rated,Human Resources,1098214,Female,None,Active,Expert HR Business Partner,HR BUSINESS PARTNERS,Brazil,41,0.361139661,-9999,-9999
1252679,Not Rated,Information Technology,1085626,Male,None,Active,Senior Analyst - Change Management,CHANGE MANAGEMENT,India,58,0.808908235,-9999,-9999
1252683,Not Rated,Information Technology,1210903,Male,None,Active,Senior Analyst - IT Product Support,IT PRODUCT SUPPORT,India,18,0.584074281,-9999,-9999
1252685,Not Rated,Information Technology,816198,None,None,Active,Lead IT Project Manager,IT PROJECT MANAGEMENT,Australia,35,0.740235841,-9999,-9999
1168520,On Track,Information Technology,1168571,Male,None,Active,Senior IT Project Manager,IT PROJECT MANAGEMENT,Mexico,17,0.472943864,-9999,-9999
848570,Stand Out,Human Resources,1209221,Male,None,Active,Senior HRSS Operations Analyst,HR SHARED SERVICES OPERATIONS,India,54,0.495965393,-9999,-9999
1264568,Not Rated,Information Technology,1194247,Male,None,Active,Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Germany,42,0.694184849,-9999,-9999
853154,Not Rated,Information Technology,568950,Male,None,Active,Senior Database Administrator,DATABASE ADMINISTRATION,Colombia,33,-9999,-9999,-9999
1264601,Not Rated,"Legal, Compliance & Risk",1236067,Female,None,Active,Risk Management - Senior Manager,RISK MANAGEMENT,Australia,81,0.81624114,-9999,-9999
1169868,On Track,Finance,822054,Male,None,Active,Specialist - Accounting Operations,ACCOUNTING OPERATIONS,United Kingdom,60,0.422919543,-9999,-9999
1248125,Not Rated,Information Technology,1173022,Female,None,Active,Senior IT Business Analyst,BUSINESS ANALYSIS,India,87,0.708030219,-9999,-9999
1248126,On Track,Finance,1173146,Male,None,Active,Analyst - Accounting Operations,ACCOUNTING OPERATIONS,India,81,0.393872891,-9999,-9999
833142,On Track,Information Technology,1163123,Male,None,Active,Supervisor - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Germany,84,0.360063538,-9999,-9999
1164271,On Track,Information Technology,772790,Female,None,Active,Manager - IT Project Management,IT PROJECT MANAGEMENT,United Kingdom,38,0.338707374,-9999,-9999
1252815,Not Rated,Information Technology,1212326,Male,None,Active,IT Project Manager,IT PROJECT MANAGEMENT,India,61,0.551003995,-9999,-9999
1249060,On Track,Finance,797147,Male,None,Active,Staff Auditor,INTERNAL AUDIT,Hong Kong,36,0.686082248,-9999,-9999
844096,On Track,Information Technology,849329,Male,None,Active,Supervisor - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Turkey,61,0.192835293,-9999,-9999
1249072,Not Rated,Information Technology,1205473,Male,None,Active,Specialist - IT Product Development,IT PRODUCT DEVELOPMENT,India,85,0.548023173,-9999,-9999
1260970,Not Rated,Information Technology,1110542,Female,None,Active,Service Desk Technical Support Analyst,SERVICE DESK TECHNICAL SUPPORT,Australia,5,0.792131746,-9999,-9999
1249074,Not Rated,Information Technology,1242783,Male,None,Active,Analyst - IT Systems Engineering,IT SYSTEMS ENGINEERING,India,63,0.693811707,-9999,-9999
1248161,On Track,Finance,1172820,Male,None,Active,Analyst - Accounting Operations,ACCOUNTING OPERATIONS,India,31,0.369514511,-9999,-9999
1260790,Not Rated,Finance,1112712,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,44,0.677443666,-9999,-9999
1248155,Not Rated,"Legal, Compliance & Risk",1161217,Female,None,Active,Counsel,ATTORNEYS,Singapore,24,0.706739606,-9999,-9999
1260791,Not Rated,Information Technology,1008917,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,41,0.781344575,-9999,-9999
853175,On Track,Finance,1032567,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Mexico,96,0.489052218,-9999,-9999
853163,On Track,Information Technology,1028169,Male,None,Active,IT Product Support Senior Coordinator,IT PRODUCT SUPPORT,Mexico,12,0.491698658,-9999,-9999
1163792,Stand Out,Finance,1178486,Male,None,Active,Audit Manager,INTERNAL AUDIT,Australia,15,0.461137703,-9999,-9999
1169532,On Track,Finance,1050824,Female,None,Active,Accounting Supervisor,GENERAL ACCOUNTING,Poland,81,0.156826702,-9999,-9999
1249300,Not Rated,Finance,1158859,Female,None,Active,Analyst - Accounting Operations,ACCOUNTING OPERATIONS,Malaysia,97,0.934952391,-9999,-9999
1249286,On Track,Information Technology,859676,Female,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,17,0.501221705,-9999,-9999
1164351,On Track,Information Technology,822464,Male,None,Active,Senior Specialist - IT Security Operations,IT SECURITY OPERATIONS,United States of America,38,0.393219318,-9999,-9999
1252623,Not Rated,Information Technology,1082850,Male,None,Active,Senior Applications Developer,APPLICATIONS DEVELOPMENT,Australia,3,0.782942005,-9999,-9999
1249304,On Track,Information Technology,844096,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Turkey,29,0.30074715,-9999,-9999
1261039,Not Rated,Finance,1241187,Female,None,Active,Analyst - Financial Controls,FINANCIAL CONTROLS,India,75,0.650397505,-9999,-9999
1249311,On Track,Human Resources,1224721,Female,None,Active,Senior Talent Acquisition Manager,TALENT ACQUISITION,Japan,63,0.925792472,-9999,-9999
1263720,Not Rated,Information Technology,1203569,Male,None,Active,Specialist - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,18,0.732227379,-9999,-9999
1249312,On Track,Human Resources,1234098,Female,None,Active,People Partner II,PEOPLE ADVISORY,Japan,29,0.589063237,-9999,-9999
1263724,Not Rated,Human Resources,1208842,Female,None,Active,HR Administrator,HR BUSINESS PARTNERS,India,56,0.795958531,-9999,-9999
1263790,Not Rated,Information Technology,1033634,None,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Australia,20,0.982765356,-9999,-9999
1164326,On Track,Information Technology,1069392,Male,None,Active,Specialist - Data Center Operations,DATA CENTER OPERATIONS,Ireland,46,0.412494969,-9999,-9999
1263787,Not Rated,Information Technology,1229569,Male,None,Active,Senior Analyst - IT Systems Engineering,IT SYSTEMS ENGINEERING,Australia,36,0.847537884,-9999,-9999
1263838,Not Rated,Information Technology,1174239,Female,None,Active,Supervisor - Applications Development,APPLICATIONS DEVELOPMENT,India,29,0.531896884,-9999,-9999
848887,Stand Out,Information Technology,702776,Female,None,Active,Senior Analyst - IT Product Support,IT PRODUCT SUPPORT,United Kingdom,7,0.475019757,-9999,-9999
852096,On Track,Information Technology,1036254,Male,None,Active,Solutions Architecture Specialist,SYSTEMS ARCHITECTURE - SOLUTIONS,United States of America,98,0.503776804,-9999,-9999
836699,On Track,Finance,523963,Female,None,Active,Accounting Supervisor,GENERAL ACCOUNTING,Colombia,57,0.404841751,-9999,-9999
1263927,Not Rated,Information Technology,1263238,Male,None,Active,IT Quality Assurance Analyst,IT QUALITY & ASSURANCE TESTING,India,29,0.655432418,-9999,-9999
848862,On Track,Finance,1031241,Male,None,Active,Associate Accountant,GENERAL ACCOUNTING,Portugal,63,0.617821541,-9999,-9999
1263942,Not Rated,Finance,1263937,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Greece,29,0.954508848,-9999,-9999
1263966,Not Rated,Information Technology,1217783,Male,None,Active,Senior Analyst - IT Product Support,IT PRODUCT SUPPORT,India,17,0.548952049,-9999,-9999
1252724,Not Rated,Information Technology,1241945,Female,None,Active,Senior Analyst - IT Product Support,IT PRODUCT SUPPORT,India,87,0.711987689,-9999,-9999
1168571,Off Track,Information Technology,1093971,Female,None,Active,Senior Specialist - IT Management,IT MANAGEMENT,Mexico,52,0.82416946,-9999,-9999
844062,On Track,Information Technology,615684,Female,None,Active,Specialist - Systems Administration,SYSTEMS ADMINISTRATION,United States of America,24,0.501868704,-9999,-9999
1168573,On Track,Information Technology,1168520,Male,None,Active,Senior IT Business Analyst,BUSINESS ANALYSIS,Mexico,62,0.982941251,-9999,-9999
780084,On Track,Information Technology,861700,Male,None,Active,Specialist - Systems Administration,SYSTEMS ADMINISTRATION,Australia,7,0.395291407,-9999,-9999
1164341,On Track,Finance,1008957,Female,None,Active,Associate II - Treasury Accounting,TREASURY ACCOUNTING,Mexico,20,0.497014929,-9999,-9999
1249255,Not Rated,Finance,1241187,Male,None,Active,Senior Team Leader - Financial Controls,FINANCIAL CONTROLS,India,75,0.530430804,-9999,-9999
1261023,Not Rated,Information Technology,822464,Male,None,Active,Senior Specialist - IT Security Operations,IT SECURITY OPERATIONS,Australia,38,0.759017519,-9999,-9999
1169538,On Track,Information Technology,770459,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,18,0.578260903,-9999,-9999
1168590,On Track,Information Technology,1168520,Female,None,Active,Senior IT Business Analyst,BUSINESS ANALYSIS,Mexico,62,0.516845731,-9999,-9999
1263937,Not Rated,Finance,1245407,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Greece,93,0.939681119,-9999,-9999
1163207,On Track,Finance,1111150,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United Kingdom,54,0.451974302,-9999,-9999
1246187,On Track,Human Resources,1244262,Female,None,Active,Senior HR Manager,REGIONAL HR,Australia,26,0.415096572,-9999,-9999
1265747,Not Rated,Information Technology,1252514,Male,None,Active,Applications Developer,APPLICATIONS DEVELOPMENT,United States of America,6,0.860570543,-9999,-9999
